Time,Distance,Status
977,3963,OK
846,3186,OK
969,4140,OK
662,2968,OK
705,3033,OK
958,3832,OK
991,4025,OK
832,3556,OK
1004,3792,OK
723,3205,OK
705,3072,OK
998,4401,OK
986,4002,OK
881,3403,OK
989,4020,OK
962,4177,OK
963,3867,OK
980,3985,OK
975,3946,OK
837,3129,OK
979,3509,OK
965,3693,OK
965,3693,OK
733,3219,OK
884,3406,OK
986,4191,OK
992,3778,OK
635,2924,OK
869,3872,OK
937,3305,OK
830,3255,OK
705,3064,OK
650,2768,OK
723,3093,OK
933,3286,OK
989,4016,OK
722,3104,OK
945,3762,OK
705,3065,OK
990,4022,OK
971,4292,OK
956,4054,OK
846,3752,OK
950,4022,OK
985,3998,OK
1022,4593,OK
758,3722,OK
969,4140,OK
969,4140,OK
953,4038,OK
663,2974,OK
960,3841,OK
681,3186,OK
660,2951,OK
990,3776,OK
978,3969,OK
847,3192,OK
877,4417,OK
762,3346,OK
844,3174,OK
718,3080,OK
949,4014,OK
778,3493,OK
850,3384,OK
961,3848,OK
716,3149,OK
818,3510,OK
635,3280,OK
720,3095,OK
835,3576,OK
777,3456,OK
967,4376,OK
834,3291,OK
635,2806,OK
635,2806,OK
826,3294,OK
812,3608,OK
721,3175,OK
984,3993,OK
988,4010,OK
856,3807,OK
952,4030,OK
872,3547,OK
684,3218,OK
674,3052,OK
834,4175,OK
843,3168,OK
1003,4543,OK
947,3771,OK
994,3781,OK
722,3186,OK
854,3417,OK
666,2858,OK
790,3418,OK
987,4064,OK
787,3250,OK
981,3992,OK
960,4079,OK
717,3360,OK
906,3277,OK
906,3277,OK
774,3474,OK
948,3777,OK
972,3934,OK
1030,3821,OK
949,3946,OK
789,3274,OK
962,3859,OK
983,3988,OK
838,3594,OK
1011,4387,OK
961,4090,OK
714,3110,OK
954,4045,OK
966,3901,OK
832,3269,OK
846,3182,OK
963,3864,OK
802,3485,OK
964,3887,OK
835,3299,OK
999,4159,OK
1006,3794,OK
1020,4586,OK
979,3981,OK
879,4434,OK
879,4434,OK
847,3188,OK
772,3319,OK
715,3140,OK
955,4051,OK
956,4059,OK
716,3374,OK
840,3608,OK
983,4770,OK
762,3510,OK
988,4077,OK
727,3180,OK
843,3623,OK
714,3081,OK
842,3618,OK
855,3422,OK
981,3998,OK
977,3801,OK
759,3112,OK
788,3252,OK
983,3983,OK
964,3690,OK
784,3248,OK
957,4063,OK
732,3170,OK
709,3091,OK
709,3091,OK
778,3365,OK
1037,4543,OK
731,3321,OK
845,3176,OK
965,3694,OK
951,3799,OK
717,3158,OK
979,3509,OK
653,3376,OK
852,3405,OK
748,3208,OK
980,3805,OK
721,3125,OK
992,3369,OK
827,3388,OK
948,4259,OK
966,3703,OK
983,4760,OK
966,4266,OK
833,3277,OK
841,3157,OK
966,4122,OK
747,2969,OK
686,3104,OK
855,3428,OK
855,3428,OK
845,3907,OK
951,3955,OK
718,3566,OK
777,3593,OK
836,3306,OK
844,3171,OK
984,3989,OK
710,3061,OK
986,4002,OK
853,3990,OK
951,3955,OK
966,4124,OK
951,3804,OK
734,3139,OK
726,3178,OK
806,3533,OK
811,3603,OK
875,3411,OK
981,3975,OK
1023,3813,OK
714,3158,OK
844,3351,OK
929,3280,OK
837,3311,OK
689,3272,OK
689,3272,OK
918,3928,OK
984,3990,OK
856,3434,OK
1045,3583,OK
878,4377,OK
937,3306,OK
935,4027,OK
842,3164,OK
711,3066,OK
776,3487,OK
896,3846,OK
952,3809,OK
771,3462,OK
904,4493,OK
710,3093,OK
711,3090,OK
928,3508,OK
970,3931,OK
776,3101,OK
751,2998,OK
947,3957,OK
979,3965,OK
776,3102,OK
881,4374,OK
724,3164,OK
724,3164,OK
980,3971,OK
656,3405,OK
731,3654,OK
891,3816,OK
965,3521,OK
861,3791,OK
998,3932,OK
982,3999,OK
756,3259,OK
961,3867,OK
712,3099,OK
953,3814,OK
857,3442,OK
1022,4598,OK
854,3420,OK
890,4376,OK
843,3342,OK
951,3800,OK
835,3292,OK
969,3544,OK
977,4431,OK
1027,4236,OK
908,3292,OK
987,4307,OK
935,3299,OK
935,3299,OK
759,3113,OK
765,3057,OK
854,3705,OK
979,3961,OK
941,4085,OK
1004,3449,OK
841,3153,OK
902,4076,OK
705,3324,OK
713,3104,OK
843,3342,OK
857,3446,OK
959,3859,OK
781,3376,OK
652,2935,OK
1005,3940,OK
953,3819,OK
650,2766,OK
952,3805,OK
833,3280,OK
840,3149,OK
1029,4242,OK
965,4363,OK
717,3077,OK
710,3110,OK
710,3110,OK
1008,4210,OK
912,3906,OK
814,3826,OK
716,3431,OK
858,3450,OK
982,3980,OK
983,3992,OK
676,2927,OK
848,3370,OK
966,3902,OK
954,3824,OK
966,3703,OK
975,3975,OK
952,3810,OK
767,3435,OK
983,4011,OK
715,3129,OK
1047,3586,OK
743,3240,OK
958,4587,OK
760,3116,OK
897,4507,OK
787,3114,OK
845,3315,OK
863,4261,OK
863,4261,OK
734,3186,OK
825,4123,OK
883,4376,OK
991,4824,OK
836,3304,OK
959,3661,OK
926,3982,OK
765,3373,OK
693,2989,OK
892,3825,OK
955,3827,OK
1056,3922,OK
1010,4220,OK
739,3414,OK
769,3382,OK
761,3123,OK
1025,4229,OK
843,3345,OK
876,3930,OK
909,4098,OK
856,3436,OK
982,3977,OK
1043,3581,OK
957,3636,OK
1018,4196,OK
1018,4196,OK
997,4127,OK
953,3815,OK
928,3993,OK
688,3231,OK
985,4399,OK
935,3321,OK
766,3060,OK
729,2979,OK
869,3858,OK
888,3992,OK
837,3310,OK
976,3641,OK
730,3141,OK
711,3351,OK
723,3160,OK
981,3972,OK
843,3341,OK
1004,3938,OK
1037,3574,OK
984,4021,OK
767,3152,OK
843,3344,OK
893,4391,OK
825,3393,OK
708,3353,OK
708,3353,OK
979,3964,OK
789,3303,OK
1033,3570,OK
956,3630,OK
980,3968,OK
900,4538,OK
972,4362,OK
846,3686,OK
715,3112,OK
894,3837,OK
994,4122,OK
954,3822,OK
714,3116,OK
807,3797,OK
761,3125,OK
905,3273,OK
971,4355,OK
694,3305,OK
906,3281,OK
823,3363,OK
954,3825,OK
750,2971,OK
720,3147,OK
1014,4171,OK
955,3624,OK
955,3624,OK
727,3294,OK
709,3349,OK
841,3338,OK
944,3375,OK
984,4473,OK
1023,4607,OK
780,3418,OK
720,3142,OK
952,3621,OK
766,3433,OK
974,3938,OK
912,3906,OK
685,2930,OK
894,4081,OK
946,3402,OK
938,4054,OK
943,4105,OK
954,3826,OK
714,3113,OK
726,3177,OK
1071,3779,OK
938,4056,OK
704,3138,OK
744,3275,OK
794,3729,OK
794,3729,OK
949,3425,OK
719,3383,OK
953,3618,OK
1009,3474,OK
991,4144,OK
750,3209,OK
929,4005,OK
717,3120,OK
956,3643,OK
720,3156,OK
979,4009,OK
1012,4233,OK
720,3142,OK
851,3391,OK
724,3167,OK
1013,3949,OK
1012,4544,OK
794,3184,OK
990,4333,OK
960,3859,OK
948,4012,OK
951,3614,OK
972,3931,OK
739,3182,OK
950,4019,OK
950,4019,OK
961,3868,OK
766,3431,OK
1011,3490,OK
842,3354,OK
858,3452,OK
698,3337,OK
960,4290,OK
708,3233,OK
702,3517,OK
855,3729,OK
951,4025,OK
957,4062,OK
952,4032,OK
720,3157,OK
862,3825,OK
841,3442,OK
728,3173,OK
1018,3954,OK
709,3136,OK
864,4256,OK
655,3393,OK
971,3926,OK
991,4337,OK
830,3583,OK
939,4063,OK
939,4063,OK
741,3515,OK
841,3341,OK
746,3171,OK
975,4421,OK
967,4127,OK
994,4117,OK
978,4345,OK
740,3719,OK
786,3249,OK
706,3147,OK
768,3444,OK
701,3352,OK
843,3360,OK
993,4114,OK
844,3357,OK
951,3609,OK
701,3350,OK
961,3867,OK
929,3498,OK
841,3341,OK
963,3884,OK
737,3220,OK
743,3201,OK
1016,3516,OK
700,3128,OK
700,3128,OK
1022,4620,OK
931,4014,OK
836,3632,OK
716,3050,OK
902,3893,OK
962,4079,OK
1024,3960,OK
950,3604,OK
697,3294,OK
940,4217,OK
772,3096,OK
708,3116,OK
727,3172,OK
752,3295,OK
973,3934,OK
962,3875,OK
844,3366,OK
951,3441,OK
691,3259,OK
808,3661,OK
997,4130,OK
988,3653,OK
782,3482,OK
696,3288,OK
837,3440,OK
837,3440,OK
842,3348,OK
900,4111,OK
1070,4006,OK
962,3880,OK
957,3849,OK
698,3266,OK
963,3884,OK
660,2832,OK
766,3428,OK
727,3197,OK
807,3656,OK
984,4150,OK
786,3687,OK
731,3191,OK
888,3996,OK
736,3233,OK
765,3431,OK
940,4073,OK
817,3704,OK
842,3353,OK
899,4529,OK
876,4328,OK
878,3983,OK
722,3085,OK
845,3364,OK
845,3364,OK
1016,4027,OK
809,3632,OK
946,4125,OK
765,3433,OK
958,3853,OK
955,3624,OK
932,4023,OK
833,4168,OK
1000,4184,OK
861,3790,OK
845,3376,OK
936,4200,OK
1033,3970,OK
960,3858,OK
767,3440,OK
821,3747,OK
845,3364,OK
701,3516,OK
950,3608,OK
980,4146,OK
815,3697,OK
747,3421,OK
944,3573,OK
866,3541,OK
1017,4583,OK
1017,4583,OK
941,4079,OK
784,3373,OK
843,3360,OK
960,3864,OK
687,3264,OK
982,4759,OK
708,3162,OK
815,3785,OK
968,4129,OK
680,2951,OK
906,4622,OK
953,3618,OK
1037,3975,OK
972,3931,OK
843,3873,OK
976,4142,OK
947,3585,OK
818,3848,OK
729,3396,OK
1012,3496,OK
691,3042,OK
952,3609,OK
864,3825,OK
780,3327,OK
846,3379,OK
846,3379,OK
978,4319,OK
845,3364,OK
798,3760,OK
942,4084,OK
729,3152,OK
899,4428,OK
961,3879,OK
796,3501,OK
852,3712,OK
958,3858,OK
937,3337,OK
963,3896,OK
722,3159,OK
945,4109,OK
946,4115,OK
1122,4309,OK
819,3851,OK
942,4086,OK
890,3400,OK
682,2966,OK
804,3279,OK
839,3910,OK
787,3374,OK
671,3516,OK
1069,4003,OK
1069,4003,OK
910,4105,OK
743,3201,OK
757,3769,OK
713,3158,OK
1064,3988,OK
961,3873,OK
967,3913,OK
775,3473,OK
967,3913,OK
959,3863,OK
774,3630,OK
896,4042,OK
910,4586,OK
752,3338,OK
962,3884,OK
699,3339,OK
951,4540,OK
855,3427,OK
797,3730,OK
856,4329,OK
874,3888,OK
723,3091,OK
1029,4657,OK
725,3461,OK
723,3096,OK
723,3096,OK
865,3313,OK
942,4221,OK
746,3514,OK
708,3397,OK
832,3431,OK
735,3179,OK
846,3379,OK
692,3021,OK
943,3567,OK
854,3724,OK
812,4035,OK
963,3885,OK
676,3001,OK
1067,3998,OK
902,3894,OK
844,4254,OK
943,3377,OK
842,3523,OK
994,4988,OK
974,4161,OK
757,3382,OK
698,3165,OK
846,3378,OK
736,3231,OK
762,3418,OK
762,3418,OK
756,3384,OK
960,3870,OK
969,4679,OK
939,3329,OK
991,4057,OK
838,3662,OK
955,4431,OK
804,3397,OK
951,3423,OK
964,3889,OK
1065,3991,OK
696,3074,OK
971,4144,OK
619,2740,OK
781,3383,OK
715,3392,OK
1018,3526,OK
773,3188,OK
896,4448,OK
885,3724,OK
834,3437,OK
905,4561,OK
941,4483,OK
945,4299,OK
1096,4221,OK
1096,4221,OK
895,3463,OK
963,3895,OK
946,3404,OK
997,3920,OK
721,3156,OK
969,4675,OK
1011,4151,OK
866,3784,OK
1004,4526,OK
835,4007,OK
965,4166,OK
1065,3992,OK
946,3583,OK
726,3115,OK
847,3386,OK
945,4109,OK
961,3661,OK
873,3862,OK
945,4259,OK
945,3391,OK
961,3878,OK
1062,3983,OK
1004,3928,OK
921,3998,OK
960,4290,OK
960,4290,OK
715,3390,OK
1007,3931,OK
707,3395,OK
881,4003,OK
915,4590,OK
832,3630,OK
925,4578,OK
963,3899,OK
790,3467,OK
945,3574,OK
836,3461,OK
723,3151,OK
699,3091,OK
754,3372,OK
951,3436,OK
705,3217,OK
980,3947,OK
848,3393,OK
766,3434,OK
1038,4762,OK
693,3028,OK
1038,4139,OK
848,4238,OK
738,3228,OK
955,3503,OK
955,3503,OK
701,3075,OK
839,3847,OK
951,3432,OK
733,3449,OK
848,3397,OK
962,3886,OK
891,3401,OK
1013,3938,OK
870,4285,OK
736,3221,OK
1038,4139,OK
746,3518,OK
941,4232,OK
942,4281,OK
784,3473,OK
861,3282,OK
943,3564,OK
824,3877,OK
923,4569,OK
1039,4147,OK
756,3378,OK
900,3802,OK
955,4034,OK
951,4143,OK
723,3473,OK
723,3473,OK
725,3160,OK
783,3665,OK
994,4075,OK
944,3570,OK
949,4326,OK
956,3462,OK
868,3911,OK
745,3244,OK
1032,4109,OK
972,4290,OK
778,3441,OK
976,3916,OK
739,3289,OK
842,3955,OK
952,4146,OK
953,3620,OK
952,4146,OK
754,3339,OK
946,4113,OK
951,4014,OK
772,3621,OK
751,3740,OK
759,3082,OK
704,3092,OK
723,3438,OK
723,3438,OK
947,4115,OK
907,4516,OK
973,3961,OK
965,3915,OK
1045,3868,OK
952,4147,OK
718,3227,OK
947,4115,OK
940,4210,OK
738,3263,OK
713,3156,OK
807,3595,OK
947,4390,OK
892,3762,OK
864,3308,OK
726,3470,OK
741,3137,OK
944,4251,OK
826,3977,OK
903,4501,OK
761,3238,OK
785,3375,OK
962,3890,OK
748,3300,OK
708,3387,OK
708,3387,OK
964,3903,OK
909,4546,OK
729,3500,OK
800,3258,OK
792,3218,OK
755,3200,OK
705,3337,OK
945,4109,OK
963,4220,OK
845,4259,OK
942,3614,OK
973,3961,OK
967,3795,OK
742,3258,OK
839,3459,OK
742,3258,OK
914,3600,OK
739,3382,OK
948,4121,OK
973,4702,OK
741,3199,OK
896,4147,OK
969,4274,OK
844,4220,OK
756,3386,OK
756,3386,OK
714,3386,OK
965,3911,OK
1047,4196,OK
876,3875,OK
913,4019,OK
954,4157,OK
953,4319,OK
951,3423,OK
699,3301,OK
784,3665,OK
804,3619,OK
959,4132,OK
936,3608,OK
859,4036,OK
965,3786,OK
859,4036,OK
898,4048,OK
763,3271,OK
954,4158,OK
775,3608,OK
970,3875,OK
729,3257,OK
969,3870,OK
714,3417,OK
937,4063,OK
937,4063,OK
697,3279,OK
752,3606,OK
1014,4191,OK
746,3298,OK
746,3298,OK
746,3316,OK
735,3451,OK
904,3919,OK
863,3299,OK
806,3234,OK
957,3645,OK
924,4579,OK
713,3433,OK
912,4589,OK
728,3194,OK
955,4163,OK
961,4204,OK
955,4162,OK
731,3494,OK
828,3368,OK
744,3270,OK
914,3599,OK
750,3320,OK
988,4794,OK
783,3468,OK
783,3468,OK
978,4186,OK
905,4076,OK
1011,3936,OK
1011,3936,OK
731,3192,OK
950,4132,OK
750,3253,OK
853,3434,OK
965,4242,OK
860,3278,OK
818,3774,OK
966,3853,OK
879,4078,OK
814,3802,OK
792,3731,OK
760,3387,OK
953,3443,OK
749,3138,OK
929,3600,OK
959,4192,OK
745,3214,OK
1054,4834,OK
1054,4233,OK
769,3537,OK
953,4154,OK
953,4154,OK
1040,3850,OK
896,3472,OK
921,3995,OK
715,3430,OK
754,3370,OK
798,3252,OK
854,3554,OK
714,3385,OK
956,4168,OK
937,4207,OK
930,4232,OK
944,4292,OK
864,3553,OK
888,3738,OK
744,3224,OK
1052,4217,OK
735,3238,OK
790,3514,OK
823,3731,OK
1036,4125,OK
965,3845,OK
725,3495,OK
951,4139,OK
1036,4125,OK
981,3959,OK
981,3959,OK
753,3575,OK
713,3184,OK
747,3287,OK
633,2837,OK
983,4212,OK
743,3070,OK
809,3757,OK
956,3462,OK
957,4173,OK
974,3966,OK
870,3354,OK
736,3285,OK
738,3265,OK
972,3953,OK
956,4292,OK
951,4141,OK
913,3599,OK
980,4752,OK
750,3104,OK
1037,3958,OK
725,3662,OK
806,3807,OK
920,3998,OK
707,3130,OK
764,3794,OK
764,3794,OK
750,3104,OK
723,3452,OK
909,4536,OK
729,3263,OK
740,3278,OK
1103,4370,OK
952,4144,OK
926,4127,OK
826,3355,OK
950,4260,OK
790,3472,OK
1041,4153,OK
1020,4041,OK
745,3110,OK
745,3215,OK
776,3429,OK
833,3636,OK
822,4097,OK
984,4774,OK
957,4177,OK
710,3413,OK
868,3341,OK
795,3239,OK
1128,4375,OK
730,3498,OK
730,3498,OK
737,3251,OK
982,4206,OK
1107,4287,OK
953,4149,OK
1032,4721,OK
701,3462,OK
847,3981,OK
929,4036,OK
818,3954,OK
713,3436,OK
982,4238,OK
911,3578,OK
832,3914,OK
708,3146,OK
732,3480,OK
867,3332,OK
1011,4583,OK
735,3239,OK
746,3238,OK
958,4184,OK
910,3578,OK
960,3662,OK
852,3863,OK
1007,4554,OK
808,3627,OK
808,3627,OK
817,3445,OK
990,4248,OK
941,4354,OK
965,4236,OK
749,3317,OK
751,3309,OK
966,4245,OK
815,3414,OK
992,4265,OK
706,3362,OK
755,3347,OK
954,4155,OK
992,4271,OK
740,3232,OK
954,4155,OK
945,4804,OK
773,3561,OK
968,3528,OK
992,4271,OK
981,4232,OK
941,4355,OK
959,4189,OK
981,4230,OK
1067,4890,OK
846,3499,OK
846,3499,OK
856,3452,OK
758,3630,OK
935,4242,OK
973,4510,OK
798,3259,OK
852,3465,OK
769,3453,OK
810,3935,OK
857,3460,OK
742,3315,OK
1037,4744,OK
1060,4267,OK
890,3857,OK
965,4241,OK
884,3712,OK
756,3775,OK
963,4214,OK
958,4821,OK
814,3285,OK
951,3762,OK
644,2895,OK
785,3453,OK
730,3332,OK
768,3303,OK
967,4240,OK
967,4240,OK
791,3160,OK
955,4163,OK
904,4467,OK
939,4225,OK
748,3248,OK
848,3589,OK
997,4065,OK
781,3439,OK
1055,4229,OK
780,3629,OK
980,4225,OK
685,3275,OK
952,4351,OK
739,3275,OK
960,4196,OK
682,3159,OK
873,3656,OK
967,4674,OK
956,4165,OK
1029,4706,OK
840,3580,OK
815,3291,OK
854,3559,OK
743,3287,OK
1056,4241,OK
1056,4241,OK
781,3634,OK
959,4615,OK
1015,3556,OK
914,3500,OK
794,3558,OK
913,4555,OK
1019,4382,OK
909,3573,OK
801,3274,OK
958,4606,OK
828,3566,OK
744,3278,OK
1062,4275,OK
729,3130,OK
1131,4424,OK
738,3393,OK
1026,4421,OK
758,3613,OK
752,3355,OK
769,3277,OK
908,3557,OK
956,4169,OK
724,3264,OK
956,4170,OK
714,3407,OK
714,3407,OK
861,3588,OK
868,3441,OK
716,3412,OK
957,4573,OK
961,4201,OK
734,3517,OK
1000,4161,OK
1011,3524,OK
957,4173,OK
1054,4073,OK
951,4294,OK
776,3262,OK
986,4228,OK
936,4191,OK
967,4872,OK
749,3260,OK
1057,4240,OK
1133,4442,OK
862,3973,OK
1133,4437,OK
776,3581,OK
815,3658,OK
957,4174,OK
733,3296,OK
780,3368,OK
780,3368,OK
773,3452,OK
759,3301,OK
958,4176,OK
822,3775,OK
999,4067,OK
1006,3698,OK
821,4095,OK
922,3593,OK
709,3367,OK
999,4067,OK
894,4390,OK
803,3563,OK
832,3886,OK
876,3570,OK
923,4104,OK
913,4132,OK
978,4211,OK
1061,4275,OK
704,3283,OK
719,3454,OK
812,3946,OK
678,2941,OK
964,4211,OK
769,3458,OK
865,3552,OK
865,3552,OK
850,3517,OK
670,2864,OK
845,3880,OK
711,3333,OK
922,4185,OK
960,3817,OK
1019,3583,OK
748,3307,OK
1030,4082,OK
809,3633,OK
879,3689,OK
857,3567,OK
986,4162,OK
984,4180,OK
691,3013,OK
784,3875,OK
764,3230,OK
893,4173,OK
613,2701,OK
964,4213,OK
741,3261,OK
817,3309,OK
1058,4242,OK
879,3572,OK
916,4564,OK
916,4564,OK
1050,4820,OK
1024,3618,OK
736,3318,OK
815,3293,OK
720,3440,OK
1136,4459,OK
774,3259,OK
909,4523,OK
1053,4212,OK
719,3393,OK
959,4183,OK
1127,4332,OK
700,3089,OK
965,4216,OK
755,3339,OK
815,3299,OK
837,4218,OK
754,3173,OK
859,3579,OK
815,3298,OK
716,3416,OK
1054,4216,OK
1040,4134,OK
1020,3482,OK
637,2860,OK
